Annee_Gestion;Scenario;Etang;Nb_Jours_Total;Jours_Rempli_Plus_80;Jours_Moins_15_Pourcent;Volume_Ruissele_m3;Volume_Evapore_m3;Volume_Sortant_m3;Taux_Renouvellement;CR_Annuel_Global;Nb_Jours_Avec_Sonde;RMSE_Volume_m3;Nb_Orages_Valides;CR_Terrain_Moyen;CR_Modele_Moyen;Biais_CR
2013-2014;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;209;26;71545;77318;125383;0.63;9.3;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;127;26;72195;-334;145254;0.63;12.9;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;REMONDET NORD;366;0;334;95887;16531;147567;0.84;13.4;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;0;141;23881;-10631;7351;0.21;4.7;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;109;100;41221;17460;9049;0.36;6.9;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;0;40;31682;-228;46126;0.28;5.6;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;REMONDET NORD;366;0;25;42765;-10599;54948;0.37;7.9;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;0;364;187738;14723;220537;1.64;22.8;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;0;151;36100;-20162;15937;0.32;7.1;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;0;192;24433;17003;38180;0.21;4.5;291;11537;3;15.4;0.4;-15
2023-2024;L0.2_Pant10_CN_base_20260519;REMONDET NORD;366;275;42;166167;103881;198196;1.46;19;366;20270;13;28.1;16.4;-11.7
2024-2025;L0.2_Pant10_CN_base_20260519;REMONDET NORD;365;267;0;73271;30796;117998;0.64;10.8;365;8759;9;30.7;11;-19.7
2010-2011;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;31;245;8368;50457;468197;0.05;5.4;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_base_20260519;REMONDET SUD;366;22;72;5675;62141;236346;0.03;3.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;32;292;25568;37792;1006675;0.15;12.2;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;218;115;17734;64302;558201;0.1;8.6;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;265;7;15574;-4634;983499;0.09;10.3;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;REMONDET SUD;366;132;56;15447;80187;418201;0.09;8;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;32;151;4003;6371;410736;0.02;3;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;23;318;17787;308;243058;0.1;11;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;0;181;8005;9153;202783;0.05;5.2;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;REMONDET SUD;366;210;33;8308;-17812;313048;0.05;5.7;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;144;32;34423;113867;807997;0.2;15.6;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;202;14;6097;-45355;353619;0.04;4.5;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;28;293;6967;19978;285281;0.04;4.7;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_base_20260519;REMONDET SUD;366;195;90;57695;70106;814826;0.34;24.5;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_base_20260519;REMONDET SUD;365;189;15;15210;42887;805794;0.09;8.4;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_base_20260519;RIOUX;365;91;261;24159;19395;69160;0.47;6.1;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_base_20260519;RIOUX;366;0;91;17685;18455;16527;0.34;4;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_base_20260519;RIOUX;365;33;46;40861;34833;72478;0.8;7.6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_base_20260519;RIOUX;365;35;263;45246;13970;87399;0.88;8.6;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;RIOUX;365;0;208;49692;-4124;45568;0.97;12.9;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;RIOUX;366;106;46;45952;26348;36276;0.89;9.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;RIOUX;365;35;262;12052;11097;56760;0.23;3.5;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;RIOUX;365;0;124;23041;5168;13423;0.45;5.6;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;RIOUX;365;0;267;18735;4581;40515;0.36;4.8;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;RIOUX;366;0;284;27304;-4714;21177;0.53;7.3;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;RIOUX;365;156;39;95912;37729;91355;1.87;17;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;RIOUX;365;97;149;18027;7461;69186;0.35;5.2;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;RIOUX;365;0;246;13522;10305;22525;0.26;3.6;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_base_20260519;RIOUX;366;44;284;107285;31533;140121;2.09;17.9;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_base_20260519;RIOUX;365;0;151;46652;-3215;28075;0.91;10.1;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;70;202;16879;18111;53891;0.41;7.6;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;366;0;99;13290;19817;11653;0.32;5.4;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;30;283;34766;11940;72916;0.84;11.6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;100;115;30253;19704;12549;0.73;10.3;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;67;119;28318;11198;76924;0.68;13.2;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;366;95;66;30730;27756;33163;0.74;11.2;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;7;275;9304;13440;45447;0.22;4.8;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;0;365;20973;2186;25780;0.51;9.1;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;0;163;14142;2914;7346;0.34;6.5;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;366;0;104;16737;6687;31638;0.4;8.1;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;127;51;59564;40277;67936;1.44;18.9;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;54;107;13380;3522;50303;0.32;6.9;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;0;357;11217;9634;20852;0.27;5.4;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;366;110;91;74914;18418;69526;1.81;22.4;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_base_20260519;ROUE RONZUEL;365;52;30;28974;13803;53522;0.7;11.2;154;11646;6;19.3;17;-2.3
2010-2011;L0.2_Pant10_CN_base_20260519;SALE;365;111;108;12237;21325;1160342;0.12;5.4;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_base_20260519;SALE;366;99;230;10922;25138;715027;0.11;4.3;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_base_20260519;SALE;365;128;157;27025;14902;1779176;0.27;8.8;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_base_20260519;SALE;365;316;8;19521;63290;1412682;0.19;6.5;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;SALE;365;258;1;22748;-2600;1828972;0.23;10.3;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;SALE;366;225;28;22597;47213;996832;0.22;8;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;SALE;365;105;229;6707;20943;1033418;0.07;3.4;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;SALE;365;122;142;12897;-15169;514416;0.13;5.5;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;SALE;365;138;98;8386;-5157;438604;0.08;3.8;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;SALE;366;120;52;12138;-10193;631103;0.12;5.7;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;SALE;365;223;7;50367;66269;1705963;0.5;15.6;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;SALE;365;136;138;8897;-26313;1126951;0.09;4.4;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;SALE;365;75;114;6669;5492;615226;0.07;3.1;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_base_20260519;SALE;366;242;2;52511;74074;2012343;0.52;15.3;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_base_20260519;SALE;365;212;13;22190;25533;1586825;0.22;8.4;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;220;78;63750;17199;402554;1.09;7.9;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_base_20260519;TRIPOUX;366;152;116;51527;21189;139981;0.88;5.7;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;10;256;116093;-5641;480982;1.99;10.6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;256;63;102940;45190;499656;1.77;9.6;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;243;117;105122;30653;461105;1.8;13.4;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;TRIPOUX;366;301;30;113445;29693;285117;1.95;11.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;201;117;35862;12977;272499;0.62;5.1;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;0;305;64169;-16772;171991;1.1;7.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;174;104;49495;14552;159792;0.85;6.2;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;TRIPOUX;366;243;117;62016;20248;209475;1.06;8.2;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;269;29;218816;42924;616211;3.75;19;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;243;92;50878;4810;361176;0.87;7.2;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;160;138;37383;20861;145068;0.64;4.9;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_base_20260519;TRIPOUX;366;0;257;258598;-15418;828071;4.44;21.2;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_base_20260519;TRIPOUX;365;219;30;107892;16624;308432;1.85;11.4;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_base_20260519;VIEUX;365;216;16;19186;8414;181837;0.44;8.7;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_base_20260519;VIEUX;366;43;307;20070;451;256908;0.46;8.1;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_base_20260519;VIEUX;365;270;64;34290;24640;270897;0.78;11.5;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_base_20260519;VIEUX;365;21;307;40628;6179;192965;0.93;13.9;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;VIEUX;365;226;64;34000;-3305;327946;0.78;15.9;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;VIEUX;366;138;69;35929;21466;219550;0.82;13.1;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;VIEUX;365;25;306;13250;2805;197154;0.3;6.9;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;VIEUX;365;132;100;19395;6066;171432;0.44;8.4;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;VIEUX;365;0;310;18358;-2986;43602;0.42;8.5;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;VIEUX;366;0;125;22064;-8079;82679;0.5;10.6;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;VIEUX;365;138;76;65638;32395;171315;1.5;20.8;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;VIEUX;365;55;306;18050;6636;314038;0.41;9.3;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;VIEUX;365;205;69;11586;-455;207622;0.26;5.5;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_base_20260519;VIEUX;366;35;307;81643;11446;202292;1.86;24.4;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_base_20260519;VIEUX;365;237;66;36314;295;368031;0.83;14.1;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;34;277;5326;6097;49562;0.23;8.6;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;366;0;120;4152;7445;4724;0.18;6;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;247;28;8252;15473;41939;0.36;9.9;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;296;27;7860;14545;42185;0.34;9.6;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;262;29;8033;-619;48682;0.35;13.5;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;366;0;279;11682;4530;46673;0.51;15.3;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;0;365;3618;442;7415;0.16;6.7;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;91;117;4566;2181;5460;0.2;7.1;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;0;30;3792;-1254;15271;0.17;6.3;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;366;176;30;4742;-2407;19628;0.21;8.2;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;55;277;22182;4315;54766;0.97;25.3;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;143;97;4683;-9935;19008;0.21;8.6;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;0;278;3461;3222;24819;0.15;5.9;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;366;215;91;22546;7219;48789;0.99;24.2;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_base_20260519;VIEUX BURLAT;365;239;21;8255;5758;45283;0.36;11.5;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;83;96;43122;24758;165330;0.39;14.6;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_modif_20260519;BIETONNAY;366;13;75;39843;46184;43356;0.36;12.1;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;169;16;73530;86893;229796;0.67;18.4;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;56;264;98440;34849;247913;0.9;25.2;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;0;156;81831;-36431;102852;0.74;28.6;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_modif_20260519;BIETONNAY;366;106;44;72530;66456;107238;0.66;19.8;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;35;95;27809;242;129045;0.25;10.8;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;10;124;42285;10604;35324;0.38;13.8;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;0;274;52582;12031;124891;0.48;18.1;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_modif_20260519;BIETONNAY;366;0;161;55222;-35445;54222;0.5;19.9;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;114;50;114532;93664;210667;1.04;27.3;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;81;124;36359;14108;161850;0.33;14;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;0;130;28294;4958;50727;0.26;10.1;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_modif_20260519;BIETONNAY;366;36;285;159700;74956;334791;1.45;35.7;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_modif_20260519;BIETONNAY;365;16;148;80837;-9645;69574;0.74;23.4;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;85;175;17893;7383;83086;0.31;9.3;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_modif_20260519;CARRONNIER;366;60;38;15053;14020;20758;0.26;7;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;193;18;30823;26432;102141;0.53;11.9;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;85;277;35146;10815;129944;0.6;13.8;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;0;137;34089;-11372;52782;0.58;18.3;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_modif_20260519;CARRONNIER;366;132;44;31969;18476;63340;0.55;13.4;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;82;267;10549;-3225;67799;0.18;6.3;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;94;120;17429;3171;10169;0.3;8.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;1;278;17242;1046;79419;0.3;9.1;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_modif_20260519;CARRONNIER;366;0;153;20102;-12858;30003;0.34;11.1;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;114;50;57781;28537;94411;0.99;21.2;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;85;12;14631;-10496;76611;0.25;8.7;51;7300;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;0;158;10897;7634;46365;0.19;6;365;8513;8;17.7;1;-16.8
2023-2024;L0.2_Pant10_CN_modif_20260519;CARRONNIER;366;312;42;63674;30480;127118;1.09;21.9;366;13671;22;32.8;19.2;-13.6
2024-2025;L0.2_Pant10_CN_modif_20260519;CARRONNIER;365;172;43;29692;9835;81963;0.51;13.2;365;20227;11;32.4;9;-23.4
2010-2011;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;0;361;22553;1360;19483;0.65;13.7;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;366;0;170;16722;12373;18691;0.48;9.1;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;47;37;32481;23440;51135;0.94;14.6;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;54;245;35780;13734;69133;1.03;16.4;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;0;219;33681;-4394;29287;0.97;21.1;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;366;102;27;32987;17663;26325;0.95;16.2;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;63;233;11664;6487;40589;0.34;8.1;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;0;349;22908;6486;31280;0.66;13.4;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;0;343;17556;388;8888;0.51;10.9;0;NA;0;NA;NA;NA
2019-2020;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;366;26;237;18575;10130;36702;0.54;12;0;NA;0;NA;NA;NA
2020-2021;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;116;56;55789;25478;52817;1.61;23.8;0;NA;0;NA;NA;NA
2021-2022;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;116;245;16971;12497;58977;0.49;11.7;0;NA;0;NA;NA;NA
2022-2023;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;0;360;13811;-1893;10823;0.4;8.9;0;NA;0;NA;NA;NA
2023-2024;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;366;63;266;69185;21540;91821;2;27.8;0;NA;0;NA;NA;NA
2024-2025;L0.2_Pant10_CN_modif_20260519;CHANTEMERLE;365;0;365;38038;4;38042;1.1;19.8;0;NA;0;NA;NA;NA
2010-2011;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;365;281;77;27443;-808;308262;0.13;12.9;0;NA;0;NA;NA;NA
2011-2012;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;366;61;8;16497;38253;287972;0.08;7;0;NA;0;NA;NA;NA
2012-2013;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;365;284;10;33868;72299;730044;0.16;11.8;0;NA;0;NA;NA;NA
2013-2014;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;365;341;7;32649;67194;610970;0.15;11.7;0;NA;0;NA;NA;NA
2014-2015;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;365;61;294;34950;26823;752584;0.16;17;0;NA;0;NA;NA;NA
2015-2016;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;366;181;80;40629;34219;242670;0.19;15.5;0;NA;0;NA;NA;NA
2016-2017;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;365;340;7;11553;-14859;378188;0.05;6.3;0;NA;0;NA;NA;NA
2017-2018;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;365;211;12;19103;8434;206749;0.09;8.7;0;NA;0;NA;NA;NA
2018-2019;L0.2_Pant10_CN_modif_20260519;CORVEYZIEUX;365;0;12;15912;-5506;196074;0.07;7.7;0;NA;0;NA;NA;NA
